Start,Origin time,End,Quality,dV,V_ICME,V_max,B,Dst_min,Vtransit,LASSO CME
2012-07-22 11:00:00,2012/07/21 1612,2012-07-23 16:00:00,3,50,460.0,520.0,5.0,-28,,
2012-09-01 07:00:00,2012/09/01 0600,2012-09-03 15:00:00,2,20,310.0,330.0,8.0,-69,,
2012-09-04 11:00:00,2012/09/03 1213,2012-09-05 02:00:00,2,120,430.0,440.0,9.0,-61,650,2012/08/31 2000 HD
2012-09-05 06:00:00,2012/09/04 2245,2012-09-05 18:00:00,2,40,500.0,540.0,10.0,-64,610,2012/09/02 0309 HD
2012-09-06 02:00:00,2012/09/06 0200,2012-09-06 15:00:00,1,0,420.0,420.0,10.0,-32,,
2012-09-30 14:00:00,2012/09/30 1131,2012-09-30 20:00:00,3,30,310.0,310.0,8.0,-39,700?,2012/09/28 0012 HD?
2012-10-01 00:00:00,2012/09/30 2305,2012-10-02 00:00:00,3,70,370.0,410.0,14.0,-122,590,2012/09/28 0000 H
2012-10-02 22:00:00,2012/10/02 2200,2012-10-03 06:00:00,3,0,320.0,320.0,6.0,-32,490,2012/09/29 0912 D
2012-10-08 18:00:00,2012/10/08 0516,2012-10-09 12:00:00,1,70,390.0,420.0,16.0,-107,560,2012/10/05 0248 D
2012-10-12 22:00:00,2012/10/12 1900,2012-10-13 10:00:00,2,40,490.0,530.0,11.0,-90,,
2012-11-01 00:00:00,2012/10/31 1538,2012-11-02 03:00:00,1,70,340.0,370.0,11.0,-65,440,2012/10/27 1624 HD
2012-11-09 03:00:00,2012/11/09 0300,2012-11-09 15:00:00,2,0,370.0,380.0,2.0,+1,,
2012-11-13 08:00:00,2012/11/12 2311,2012-11-14 03:00:00,1,50,380.0,460.0,21.0,-108,530,2012/11/09 1512 D
2012-11-24 12:00:00,2012/11/23 2152,2012-11-25 10:00:00,2,70,380.0,410.0,12.0,-40,770,2012/11/21 1600 HD
2012-11-26 12:00:00,2012/11/26 0512,2012-11-28 05:00:00,3,90,450.0,530.0,6.0,-8,660,2012/11/23 1336 HD
2012-11-28 18:00:00,2012/11/28 1800,2012-11-29 14:00:00,3,20,360.0,380.0,4.0,-1,,
2012-12-14 07:00:00,2012/12/14 0200,2012-12-14 17:00:00,3,30,330.0,330.0,7.0,+9,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2013-01-17 16:00:00,2013/01/17 1600,2013-01-18 12:00:00,2,0,390.0,400.0,12.0,-52,420,2013/01/13 0724 D
2013-01-19 00:00:00,2013/01/18 1237,2013-01-19 17:00:00,2,40,430.0,460.0,5.0,-25,,
2013-02-14 08:00:00,2013/02/13 1700,2013-02-16 14:00:00,3,20,360.0,400.0,4.0,-37,,
2013-02-17 10:00:00,2013/02/16 1209,2013-02-17 19:00:00,2,60,360.0,410.0,7.0,-40,,
2013-03-17 15:00:00,2013/03/17 0559,2013-03-19 16:00:00,1,230,520.0,720.0,9.0,-132,890,2013/03/15 0712 HD
2013-03-20 18:00:00,2013/03/20 1700,2013-03-20 22:00:00,3,110,520.0,640.0,9.0,-39,,
2013-04-14 17:00:00,2013/04/13 2254,2013-04-15 23:00:00,2,100,410.0,520.0,9.0,-6,660,2013/04/11 0724 HD
2013-04-30 12:00:00,2013/04/30 0949,2013-05-01 07:00:00,1,50,400.0,430.0,10.0,-47,,
2013-05-01 11:00:00,2013/05/01 0900,2013-05-01 18:00:00,2,30,430.0,460.0,10.0,-72,,
2013-05-25 23:00:00,2013/05/25 2000,2013-05-26 22:00:00,1,140,660.0,750.0,7.0,-47,,
2013-06-06 14:00:00,2013/06/06 0255,2013-06-08 00:00:00,1,30,430.0,510.0,11.0,-78,,
2013-06-08 10:00:00,2013/06/08 0600,2013-06-08 20:00:00,2,20,430.0,450.0,3.0,-20,,
2013-06-28 02:00:00,2013/06/27 1438,2013-06-29 12:00:00,1,70,390.0,450.0,10.0,-102,470,2013/06/23 2236
2013-07-05 01:00:00,2013/07/05 0100,2013-07-07 16:00:00,2,10,350.0,370.0,10.0,-87,540,2013/07/01 2024 D
2013-07-13 05:00:00,2013/07/12 1714,2013-07-15 00:00:00,1,60,430.0,500.0,13.0,-81,563,2013/07/09 1512 HD
2013-08-21 08:00:00,2013/08/20 2227,2013-08-21 14:00:00,3,30,460.0,470.0,7.0,-26,,
2013-08-23 20:00:00,2013/08/22 1926,2013-08-25 03:00:00,3,40,470.0,570.0,6.0,-40,700,2013/08/20 0812 HD
2013-08-25 03:00:00,2013/08/24 0003(S),2013-08-26 03:00:00,3,30,400.0,520.0,4.0,-29,620,2013/08/21 0512 D
2013-10-02 23:00:00,2013/10/02 0154,2013-10-03 22:00:00,1,220,470.0,630.0,7.0,-72,800,2013/09/29 2145 D
2013-10-09 09:00:00,2013/10/08 2020,2013-10-11 00:00:00,1,100,480.0,650.0,6.0,-69,780,2013/10/06 1443 HD
2013-11-08 22:00:00,2013/11/08 2200,2013-11-09 07:00:00,3,0,420.0,460.0,12.0,-80,,
2013-11-11 17:00:00,2013/11/11 1700,2013-11-12 03:00:00,2,0,460.0,480.0,7.0,-30,420-520,"2013/11/07 1512H, 2013/11/08 0609, 0824 D"
2013-12-01 11:00:00,2013/11/30 2000,2013-12-02 23:00:00,2,50,450.0,540.0,9.0,-22,,
2013-12-15 16:00:00,2013/12/15 1300,2013-12-16 05:00:00,2,30,460.0,500.0,7.0,-23,510,2013/12/12 0336 D
2013-12-25 05:00:00,2013/12/24 2100,2013-12-25 17:00:00,2,30,300.0,330.0,11.0,-35,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2014-02-06 03:00:00,2014/02/05 1400,2014-02-07 17:00:00,2,50,370.0,400.0,7.0,-31,,
2014-02-08 01:00:00,2014/02/07 1705,2014-02-09 12:00:00,2,110,420.0,460.0,9.0,-39,470,2014/02/04 0036 D
2014-02-11 12:00:00,2014/02/10 1800,2014-02-13 10:00:00,2,60,430.0,560.0,6.0,-24,,
2014-02-16 05:00:00,2014/02/15 1316,2014-02-16 16:00:00,2,100,380.0,450.0,15.0,-24,530,2014/02/12 0612 HD
2014-02-17 03:00:00,2014/02/17 0300,2014-02-17 16:00:00,3W,0,400.0,410.0,6.0,-27,,
2014-02-18 15:00:00,2014/02/18 0640,2014-02-19 07:00:00,2,60,400.0,410.0,8.0,-67,,
2014-02-19 12:00:00,2014/02/19 0348,2014-02-20 03:00:00,1,60,520.0,530.0,11.0,-119,,
2014-02-21 02:00:00,2014/02/20 0318,2014-02-22 12:00:00,2,180,490.0,690.0,6.0,-95,840,2014/02/18 0136 HD
2014-04-05 22:00:00,2014/04/05 1000,2014-04-07 05:00:00,2,40,380.0,500.0,13.0,-15,610,2014/04/02 1348 HD
2014-04-11 06:00:00,2014/04/11 0600,2014-04-12 20:00:00,3,10,350.0,380.0,5.0,-86,,
2014-04-18 19:00:00,2014/04/18 1900,2014-04-20 00:00:00,2,0,490.0,500.0,8.0,-19,,
2014-04-20 01:00:00,2014/04/19 1836,2014-04-20 12:00:00,2,30,510.0,530.0,5.0,-14,,
2014-04-21 07:00:00,2014/04/20 1056,2014-04-22 09:00:00,2,200,540.0,700.0,6.0,-32,920,2014/04/18 1325 HD
2014-04-29 20:00:00,2014/04/29 2000,2014-04-30 21:00:00,3,0,310.0,320.0,9.0,-67,,
2014-06-08 20:00:00,2014/06/07 1652,2014-06-10 17:00:00,2,60,480.0,610.0,9.0,-37,570,2014/06/04 1524 D
2014-08-19 16:00:00,2014/08/19 0657,2014-08-21 05:00:00,1,40,360.0,440.0,17.0,-28,500,2014/08/15 1812 HD
2014-09-12 22:00:00,2014/09/12 1553,2014-09-14 02:00:00,1,230,600.0,720.0,20.0,-88,920,2014/09/10 1800 H
2014-09-17 02:00:00,2014/09/17 0200,2014-09-18 20:00:00,2,0,310.0,320.0,9.0,-18,410,2014/09/12 1924 HD
2014-11-11 07:00:00,2014/11/10 0220,2014-11-11 20:00:00,3,50,480.0,520.0,9.0,-65,740,2014/11/07 1808 D
2014-12-22 04:00:00,2014/12/21 1911,2014-12-22 17:00:00,2,70,380.0,430.0,16.0,-71,380,2014/12/17 0500 H
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2015-01-02 15:00:00,2015/01/02 0717,2015-01-02 22:00:00,3,20,390.0,450.0,8.0,-49,,
2015-01-03 14:00:00,2015/01/03 1400,2015-01-04 16:00:00,2,10,430.0,460.0,9.0,-68,,
2015-01-07 07:00:00,2015/01/07 0616,2015-01-07 20:00:00,1,30,450.0,470.0,16.0,-107,420,2015/01/03 0312
2015-03-16 14:00:00,2015/03/16 1400,2015-03-16 23:00:00,3,30,420.0,440.0,11.0,+7,,
2015-03-17 13:00:00,2015/03/17 0445,2015-03-18 05:00:00,1,90,560.0,620.0,20.0,-234,840,2015/03/15 0236 HD
2015-03-22 02:00:00,2015/03/21 2054,2015-03-22 20:00:00,3,70,640.0,700.0,8.0,-56,,
2015-03-28 11:00:00,2015/03/28 0000,2015-03-29 11:00:00,2,10,390.0,420.0,13.0,-42,,
2015-03-29 19:00:00,2015/03/29 1500,2015-03-30 12:00:00,3,20,360.0,390.0,6.0,-40,,
2015-03-31 18:00:00,2015/03/31 0832,2015-04-01 10:00:00,2,40,400.0,420.0,13.0,-13,,
2015-04-09 11:00:00,2015/04/09 1011,2015-04-09 22:00:00,3,30,380.0,390.0,12.0,-9,500-660,"2015/04/05 2348 D, 2015/04/06 0600 D, 1936 D"
2015-04-10 13:00:00,2015/04/10 0000,2015-04-11 09:00:00,1,40,380.0,450.0,13.0,-85,,
2015-05-06 12:00:00,2015/05/06 0141,2015-05-07 21:00:00,1,80,420.0,470.0,13.0,-35,,
2015-05-07 21:00:00,2015/05/07 2100,2015-05-09 04:00:00,1,0,390.0,400.0,6.0,-15,320-340,"2015/05/02 0948 D, 2024 HD"
2015-05-10 12:00:00,2015/05/10 1200,2015-05-11 02:00:00,2,0,370.0,400.0,11.0,-57,,
2015-05-18 20:00:00,2015/05/18 1900,2015-05-19 02:00:00,3,40,460.0,480.0,16.0,-47,,
2015-06-23 02:00:00,2015/06/22 1833,2015-06-24 14:00:00,2,190,610.0,740.0,14.0,-198,1040,2015/06/21 0236 HD
2015-06-25 10:00:00,2015/06/24 1329,2015-06-26 06:00:00,2,170,550.0,720.0,5.0,-81,960,2015/06/22 1836 HD
2015-06-26 12:00:00,2015/06/26 0600,2015-06-27 02:00:00,3,50,490.0,560.0,5.0,-51,,
2015-07-13 06:00:00,2015/07/13 0138,2015-07-14 15:00:00,2,40,490.0,650.0,8.0,-68,580,2015/07/10 0224
2015-08-07 16:00:00,2015/08/07 0600,2015-08-08 14:00:00,2,10,510.0,560.0,9.0,-37,,
2015-08-15 21:00:00,2015/08/15 0829,2015-08-16 08:00:00,2,10,500.0,510.0,12.0,-98,640,2015/08/12 1512 D
2015-08-26 08:00:00,2015/08/26 0800,2015-08-28 10:00:00,2,20,370.0,420.0,11.0,-103,,
2015-09-08 00:00:00,2015/09/07 1400,2015-09-09 15:00:00,1,190,460.0,600.0,15.0,-105,620,2015/09/04 1924
2015-09-13 07:00:00,2015/09/13 0700,2015-09-13 18:00:00,3,10,460.0,480.0,5.0,-44,,&nbsp
2015-09-21 08:00:00,2015/09/20 0604,2015-09-22 01:00:00,2,120,510.0,600.0,5.0,-79,850,2015/09/18 0500 D
2015-10-25 14:00:00,2015/10/24 1854,2015-10-27 04:00:00,2,60,430.0,490.0,7.0,-16,650,2015/10/22 0312 HD
2015-11-04 15:00:00,2015/11/04 0355,2015-11-04 19:00:00,2,70,640.0,740.0,8.0,-56,,&nbsp
2015-11-07 06:00:00,2015/11/06 1818,2015-11-08 16:00:00,1,90,500.0,680.0,13.0,-87,810,2015/11/04 1448
2015-12-20 03:00:00,2015/12/19 1616,2015-12-21 20:00:00,1,110,400.0,490.0,15.0,-166,540,2015/12/16 0924 D
2015-12-31 17:00:00,2015/12/31 0050,2016-01-02 11:00:00,2,90,440.0,480.0,10.0,-116,690,2015/12/28 1212 D
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2016-01-19 10:00:00,2016/01/18 2157,2016-01-21 00:00:00,2,70,370.0,400.0,14.0,-93 P,440,2016/01/14 2324 H
2016-01-24 18:00:00,2016/01/24 1400,2016-01-26 18:00:00,2,30,410.0,490.0,5.0,-10 P,,
2016-03-05 19:00:00,2016/03/05 1000,2016-03-06 15:00:00,2,10,360.0,370.0,12.0,-4 P,,
2016-03-20 14:00:00,2016/03/20 0700,2016-03-21 04:00:00,3,20,400.0,430.0,7.0,-42 P,,
2016-04-14 09:00:00,2016/04/14 0735,2016-04-15 04:00:00,3,30,420.0,480.0,8.0,-59 P,460,2016/04/10 1112 D
2016-04-17 03:00:00,2016/04/17 0300,2016-04-18 08:00:00,3,0,400.0,440.0,5.0,-25 P,,
2016-07-20 07:00:00,2016/07/19 2305,2016-07-22 15:00:00,1,110,440.0,570.0,10.0,-23 P,710,2016/07/17 1248
2016-07-24 21:00:00,2016/07/24 1500,2016-07-25 16:00:00,1,50,430.0,450.0,7.0,-34 P,,
2016-07-25 22:00:00,2016/07/25 2200,2016-07-26 10:00:00,2,0,370.0,390.0,4.0,-10 P,,
2016-08-02 14:00:00,2016/08/02 1400,2016-08-03 03:00:00,2,10,420.0,460.0,20.0,-14 P,370,2016/07/28 2224 D
2016-10-13 06:00:00,2016/10/12 2212,2016-10-14 16:00:00,1,80,390.0,460.0,19.0,-104 P,430,2016/10/08 2109 HD
2016-11-04 18:00:00,2016/11/04 1800,2016-11-05 21:00:00,3W,0,350.0,360.0,4.0,-17 P,,
2016-11-10 00:00:00,2016/11/09 0604,2016-11-10 16:00:00,2,50,360.0,370.0,11.0,-59 P,430,2016/11/05 0424
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2017-04-04 04:00:00,2017/04/04 0100,2017-04-04 14:00:00,3,20,410.0,420.0,13.0,-44 P,,
2017-04-09 00:00:00,2017/04/09 0000,2017-04-10 08:00:00,3,0,470.0,520.0,7.0,-26 P,,
2017-04-14 00:00:00,2017/04/13 1500,2017-04-15 00:00:00,2,50,380.0,450.0,6.0,-25 P,,
2017-05-27 22:00:00,2017/05/27 1534,2017-05-29 14:00:00,1,80,360.0,390.0,16.0,-118 P,400,2017/05/23 0536
2017-07-16 15:00:00,2017/07/16 0559,2017-07-17 20:00:00,1,90,520.0,620.0,13.0,-72 P,810,2017/07/14 0125
2017-08-22 04:00:00,2017/08/21 2200,2017-08-23 18:00:00,3,50,500.0,620.0,5.0,-48 P,,
2017-09-07 20:00:00,2017/09/06 2347,2017-09-08 04:00:00,2,170,490.0,580.0,10.0,-2 P,820,2017/09/04 2036 HD
2017-09-08 11:00:00,2017/09/07 2302,2017-09-10 21:00:00,1,220,590.0,800.0,7.0,-122 P,1210,2017/09/06 1224 H
2017-12-25 00:00:00,2017/12/25 0000,2017-12-26 04:00:00,3W,0,480.0,550.0,7.0,-27 P,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2018-03-09 22:00:00,2018/03/09 1809,2018-03-11 00:00:00,1,80,410.0,450.0,14.0,-39 P,470,2018/03/06 0130 HD
2018-05-13 06:00:00,2018/05/13 0600,2018-05-13 14:00:00,3,0,430.0,440.0,10.0,-21 P,,
2018-06-06 11:00:00,2018/06/06 1100,2018-06-07 10:00:00,2,0,400.0,440.0,9.0,-25 P,,
2018-06-25 10:00:00,2018/06/25 0910,2018-06-26 05:00:00,2,0,420.0,430.0,7.0,-48 P,,
2018-06-30 20:00:00,2018/06/30 1300,2018-07-02 10:00:00,3,40,390.0,460.0,3.0,-10 P,,
2018-07-10 12:00:00,2018/07/10 1200,2018-07-11 11:00:00,2,0,330.0,360.0,9.0,0 P,,
2018-08-25 12:00:00,2018/08/25 0200,2018-08-26 12:00:00,2,30,410.0,440.0,16.0,-175 P,410,2018/08/20 2124 D
2018-09-23 04:00:00,2018/09/23 0400,2018-09-24 00:00:00,3,0,440.0,460.0,8.0,-28 P,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2019-05-07 22:00:00,2019/05/07 2200,2019-05-09 04:00:00,3,0,320.0,330.0,3.0,-2 P,,
2019-05-11 06:00:00,2019/05/10 1754,2019-05-13 07:00:00,2,40,350.0,380.0,8.0,-51 P,490,2019/05/07 0442 D
2019-05-14 06:00:00,2019/05/13 2326,2019-05-15 16:00:00,2,60,470.0,560.0,8.0,-65 P,,
2019-05-16 23:00:00,2019/05/16 2100,2019-05-18 08:00:00,3,30,450.0,480.0,6.0,-10 P,420,2019/05/12 1948 D?
2019-05-27 04:00:00,2019/05/26 2214,2019-05-28 00:00:00,1,60,350.0,370.0,10.0,-16 P,,
2019-10-29 20:00:00,2019/10/29 2000,2019-10-30 21:00:00,2,20,380.0,410.0,10.0,-19 P,380,2019/10/25 0554 D
2019-11-11 10:00:00,2019/11/11 0600,2019-11-12 12:00:00,3,60,360.0,380.0,12.0,-23 P,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2020-01-04 10:00:00,2020/01/04 1000,2020-01-05 06:00:00,2,0,370.0,400.0,8.0,-25 P,,
2020-04-20 09:00:00,2020/04/20 0231,2020-04-21 04:00:00,1,50,330.0,360.0,15.0,-59 P,330,2020/04/14 2154 D
2020-10-05 17:00:00,2020/10/05 0806,2020-10-06 14:00:00,2,20,350.0,370.0,10.0,-40 P,300,2020/09/29 1209 D?
2020-12-10 23:00:00,2020/12/10 0210,2020-12-13 04:00:00,2,110,440.0,570.0,5.0,-10 P,720,2020/12/07 1624 HD
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2021-02-23 08:00:00,2021/02/23 0200,2021-02-24 15:00:00,3W,40,510.0,590.0,5.0,-25 P,670,2021/02/20 1124 D
2021-05-12 15:00:00,2021/05/12 0637,2021-05-14 20:00:00,2,120,410.0,500.0,8.0,-61 P,620,2021/05/09 1200 D
2021-05-26 22:00:00,2021/05/26 1244,2021-05-29 05:00:00,3,40,410.0,430.0,9.0,-28 P,550-700,"2021/05/23 1012 D, 1148 D, 1724 D, 2021/05/24 0125 D"
2021-07-05 04:00:00,2021/07/05 0141,2021-07-06 02:00:00,2,20,340.0,350.0,7.0,-18 P,,
2021-08-27 12:00:00,2021/08/27 0114,2021-08-28 15:00:00,1,40,380.0,420.0,12.0,-82 P,460,2021/08/23 0636 HD
2021-09-27 00:00:00,2021/09/27 0000,2021-09-27 21:00:00,2,10,390.0,400.0,10.0,+7 P,370-530,"2021/09/22 0753 D,	2021/09/23 0548 D, 2021/09/23 1612 D"
2021-10-01 11:00:00,2021/10/01 1000,2021-10-02 13:00:00,2,20,480.0,560.0,11.0,-30 P,550,2021/09/28 0624 D
2021-10-12 16:00:00,2021/10/12 0226,2021-10-14 00:00:00,2,60,440.0,490.0,6.0,-65 P,620,2021/10/09 0712 HD
2021-11-04 07:00:00,2021/11/03 1942,2021-11-05 05:00:00,1,250,650.0,770.0,17.0,-105 P,630-1100,"2021/11/01 0200 D, 1824 D, 2124 D, 2021/11/02 0248 HD"
2021-11-28 10:00:00,2021/11/27 2251,2021-11-29 02:00:00,2,70,370.0,400.0,10.0,-12 P,510,2021/11/24 1426 D
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2022-01-19 05:00:00,2022/01/18 2340,2022-01-20 01:00:00,2,80,610.0,680.0,5.0,-44 Q,820,2022/01/16 2048 D
2022-02-02 16:00:00,2022/02/01 2220,2022-02-03 11:00:00,2,110,460.0,500.0,14.0,-66 Q,590,2022/01/29 2336	HD
2022-02-04 03:00:00,2022/02/03 2341,2022-02-04 20:00:00,2,40,510.0,570.0,10.0,-61 Q,,
2022-02-10 13:00:00,2022/02/09 2100,2022-02-11 18:00:00,1,30,400.0,430.0,13.0,-60 Q,530-540,"2022/02/06 1400 D, 1600 D"
2022-03-13 21:00:00,2022/03/13 1047,2022-03-15 19:00:00,2,190,410.0,540.0,15.0,-85 Q,500-660,"2022/03/09 2348 D, 0200 D, 1848 HD"
2022-03-31 12:00:00,2022/03/31 0224,2022-04-01 12:00:00,1,60,490.0,600.0,20.0,-19 Q,670-770,"2022/03/28 1200 HD, 2024 HD"
2022-04-07 13:00:00,2022/04/06 2318,2022-04-08 22:00:00,3,40,380.0,430.0,8.0,-26 Q,530,2022/04/03 1648 D
2022-04-13 02:00:00,2022/04/12 1122,2022-04-13 22:00:00,2,60,460.0,510.0,11.0,-25 Q,560,2022/04/09 0912 D
2022-04-14 13:00:00,2022/04/14 0900,2022-04-15 02:00:00,2,20,520.0,550.0,18.0,-81 Q,550,2022/04/11 0600 D
2022-07-07 12:00:00,2022/07/07 0900,2022-07-08 08:00:00,1,30,380.0,400.0,19.0,-81 Q,410,2022/07/03 0309 D
2022-07-08 11:00:00,2022/07/08 0200,2022-07-08 19:00:00,2,20,400.0,410.0,10.0,-37 Q,600,2022/07/05 0424 D
2022-07-09 14:00:00,2022/07/09 1200,2022-07-10 12:00:00,3,0,370.0,380.0,5.0,-18 Q,,
2022-07-19 05:00:00,2022/07/18 2200,2022-07-20 11:00:00,1,100,440.0,490.0,10.0,-61 Q,530,2022/07/15 1523 D
2022-08-20 08:00:00,2022/08/19 1732,2022-08-20 18:00:00,3,50,490.0,700.0,5.0,-38 Q,560,2022/08/16 1524 D
2022-08-31 03:00:00,2022/08/30 1925,2022-08-31 20:00:00,3,20,520.0,580.0,7.0,-8 Q,,
2022-09-12 07:00:00,2022/09/12 0700,2022-09-12 21:00:00,3,0,380.0,400.0,6.0,-19 Q,,
